gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference,bmi
F,65,1555,56.0,918,785,945,23.16
M,33,1696,87.0,1040,970,1050,30.25
F,47,1580,65.0,925,820,993,26.04
F,21,1532,49.3,775,672,925,21.01
F,38,1760,72.0,915,840,985,23.24
M,34,1760,74.8,935,800,1000,24.15
F,20,1590,48.1,785,644,895,19.03
M,34,1698,62.8,874,740,900,21.78
F,16,1600,61.4,889,705,1000,23.98
M,28,1694,66.9,925,748,953,23.31
M,43,1739,86.8,1059,982,1045,28.7
M,27,1868,112.7,1131,1051,1138,32.3
F,21,1581,53.4,802,717,925,21.36
M,61,1622,53.3,860,774,838,20.26
F,19,1655,48.9,775,670,881,17.85
F,20,1584,39.0,740,608,813,15.54
M,52,1816,81.4,986,983,985,24.68
F,33,1687,73.5,980,841,966,25.83
F,19,1534,47.6,792,643,871,20.23
M,38,1731,69.7,901,806,947,23.26
F,19,1610,50.9,770,677,891,19.64
F,64,1620,69.0,995,945,991,26.29
M,39,1740,84.2,1000,910,1010,27.81
M,26,1705,59.7,854,728,891,20.54
F,17,1544,37.8,690,626,808,15.86
F,21,1522,42.8,772,626,815,18.48
M,22,1764,70.0,870,784,976,22.5
M,26,1717,71.2,886,832,930,24.15
M,61,1740,84.3,1026,945,1013,27.84
M,34,1760,74.3,936,829,966,23.99
F,68,1506,60.7,970,922,984,26.76
F,38,1595,53.8,835,765,909,21.15
F,38,1635,79.8,1085,981,1065,29.85
M,15,1749,63.4,905,723,930,20.73
F,28,1605,57.4,850,740,934,22.28
M,42,1874,82.9,950,900,995,23.61
M,32,1721,85.6,1038,906,1025,28.9
F,53,1605,53.9,839,744,906,20.92
F,25,1608,58.0,880,732,956,22.43
F,38,1619,62.0,905,805,935,23.65
F,21,1606,61.9,873,754,1021,24.0
F,41,1565,46.9,820,690,900,19.15
F,31,1547,60.0,821,781,970,25.07
F,35,1557,47.8,765,654,887,19.72
F,43,1535,44.9,765,630,851,19.06
F,36,1614,57.7,893,772,942,22.15
M,18,1731,59.5,850,700,868,19.86
M,19,1725,79.8,974,895,1023,26.82
M,35,1745,86.7,975,985,1021,28.47
M,17,1744,77.5,972,873,1005,25.48
F,53,1649,70.5,1025,870,955,25.93
M,41,1740,71.3,917,817,945,23.55
M,52,1660,68.1,940,846,926,24.71
M,55,1740,84.3,1027,976,1005,27.84
M,16,1674,61.8,806,750,947,22.05
F,27,1609,60.4,890,860,1010,23.33
M,40,1709,54.3,872,726,830,18.59
F,60,1584,57.8,912,849,910,23.04
M,34,1746,70.9,938,815,911,23.26
F,16,1542,50.7,830,625,870,21.32
M,20,1696,60.4,869,769,920,21.0
M,66,1707,79.3,995,946,995,27.21
M,17,1766,68.0,805,786,959,21.8
F,21,1595,43.5,751,615,851,17.1
M,47,1644,76.5,990,957,991,28.3
F,53,1560,58.2,901,764,940,23.92
M,53,1727,74.3,930,898,975,24.91
F,20,1625,61.6,921,767,936,23.33
M,68,1760,68.6,895,837,954,22.15
M,39,1778,65.3,911,815,896,20.66
M,53,1652,67.8,913,810,941,24.84
F,19,1589,64.9,922,821,1011,25.7
F,23,1576,48.3,785,660,805,19.45
F,19,1560,52.9,850,701,891,21.74
F,26,1615,59.9,860,740,942,22.97
M,22,1745,57.2,862,704,880,18.78
M,55,1655,62.4,870,797,884,22.78
F,54,1526,70.7,1042,956,1055,30.36
F,20,1545,54.3,861,685,951,22.75
M,27,1716,59.0,815,720,875,20.04
F,32,1684,58.3,860,780,951,20.56
F,16,1590,49.8,779,652,885,19.7
F,36,1600,53.2,840,725,932,20.78
F,27,1595,59.5,884,800,943,23.39
M,20,1686,61.8,865,702,885,21.74
F,29,1635,54.0,844,715,905,20.2
F,35,1612,52.6,872,715,890,20.24
M,18,1804,104.5,1046,1025,1139,32.11
M,32,1769,90.0,1036,972,1045,28.76
M,48,1716,61.7,862,745,903,20.95
M,19,1748,64.3,852,725,906,21.04
F,35,1500,44.2,790,661,871,19.64
F,51,1476,63.6,965,896,972,29.19
M,27,1845,81.0,932,834,976,23.8
F,37,1652,63.6,835,855,1022,23.3
M,18,1672,62.1,825,771,952,22.21
F,16,1644,51.8,809,735,926,19.17
M,39,1660,90.0,1062,1012,1044,32.66
F,19,1700,59.9,844,721,961,20.73
F,28,1620,59.1,871,741,1016,22.52
F,67,1504,59.0,945,905,916,26.08
M,22,1690,61.7,870,740,910,21.6
F,18,1581,52.1,855,670,918,20.84
F,58,1510,62.9,988,880,951,27.59
F,49,1538,54.9,886,791,951,23.21
F,21,1578,61.2,875,770,978,24.58
F,61,1509,51.8,845,760,874,22.75
F,66,1513,48.3,860,780,894,21.1
M,16,1641,51.6,765,660,854,19.16
M,18,1824,62.3,880,700,898,18.73
M,45,1773,85.1,1022,946,1010,27.07
F,39,1570,45.6,775,671,845,18.5
M,16,1686,65.1,888,763,925,22.9
F,28,1576,77.6,1085,970,985,31.24
M,17,1702,59.8,910,692,905,20.64
M,46,1613,62.8,950,783,900,24.14
F,34,1510,60.4,886,801,950,26.49
M,20,1709,61.4,860,772,898,21.02
M,36,1804,81.1,965,862,1010,24.92
F,33,1616,54.4,868,694,895,20.83
M,24,1844,78.2,912,836,1003,23.0
F,40,1648,55.3,858,758,925,20.36
F,29,1606,56.2,852,768,954,21.79
F,17,1760,67.1,863,722,990,21.66
F,17,1586,48.3,751,645,895,19.2
F,40,1561,51.0,838,705,892,20.93
M,66,1603,58.3,951,808,891,22.69
M,18,1760,78.0,934,870,986,25.18
M,24,1730,61.1,856,726,890,20.41
M,17,1694,81.7,986,970,1005,28.47
F,66,1440,50.6,887,775,894,24.4
M,47,1709,69.8,945,865,930,23.9
M,60,1695,81.3,985,983,970,28.3
M,17,1660,71.1,925,850,999,25.8
F,17,1571,58.4,870,756,962,23.66
F,16,1554,52.1,830,735,899,21.57
M,32,1676,74.7,977,875,992,26.59
F,17,1646,57.9,817,689,905,21.37
M,50,1730,67.7,898,807,976,22.62
F,43,1459,42.6,785,688,843,20.01
F,67,1511,51.4,890,780,855,22.51
M,22,1777,80.0,980,871,1005,25.33
F,19,1726,73.7,892,760,1032,24.74
F,16,1624,49.8,765,645,951,18.88
M,61,1568,70.2,961,979,930,28.55
F,16,1626,59.6,870,730,950,22.54
M,45,1700,82.1,1056,906,1017,28.41
F,32,1649,48.3,780,666,881,17.76
F,54,1521,49.1,835,735,870,21.22
M,34,1816,77.5,948,872,980,23.5
M,50,1631,73.8,980,915,961,27.74
F,57,1583,60.7,920,806,950,24.22
F,19,1630,56.0,826,800,939,21.08
F,36,1683,55.8,851,696,939,19.7
F,19,1627,58.0,848,827,939,21.91
M,52,1636,71.0,1012,875,981,26.53
F,16,1557,42.7,775,599,872,17.61
M,38,1753,97.5,1105,960,1080,31.73
M,36,1657,58.4,837,764,907,21.27
M,29,1755,82.7,1029,915,1005,26.85
M,28,1712,74.9,985,870,988,25.55
F,51,1596,56.8,900,786,912,22.3
M,34,1816,88.8,995,914,1036,26.93
M,35,1735,77.5,950,886,980,25.75
M,57,1623,67.9,1010,825,868,25.78
M,33,1715,79.6,1005,891,1015,27.06
M,37,1730,67.4,897,723,935,22.52
F,39,1620,48.5,798,630,855,18.48
F,20,1577,53.0,819,698,915,21.31
M,35,1776,64.3,860,736,940,20.39
M,19,1653,47.9,742,645,793,17.53
F,22,1629,51.8,801,691,920,19.52
F,21,1660,73.9,1008,815,995,26.82
M,38,1741,92.3,1050,912,1071,30.45
F,36,1521,63.1,940,799,981,27.28
F,36,1705,72.6,960,843,1047,24.97
M,36,1717,93.7,1085,981,1025,31.78
F,34,1530,50.4,835,730,876,21.53
M,32,1745,59.8,914,805,915,19.64
M,35,1705,80.4,1006,943,1000,27.66
M,38,1754,87.3,1055,970,1010,28.38
M,61,1693,70.8,954,892,973,24.7
M,32,1797,94.2,1070,958,1079,29.17
F,33,1587,94.1,1140,1101,1121,37.36
M,45,1711,70.0,952,844,920,23.91
F,18,1626,82.1,994,950,1086,31.05
F,45,1500,48.4,830,691,890,21.51
M,32,1747,75.6,942,862,961,24.77
F,61,1552,60.3,932,855,898,25.03
F,19,1575,49.6,861,685,890,19.99
M,27,1774,64.5,838,725,955,20.5
F,44,1520,45.5,815,661,813,19.69
F,55,1539,57.8,933,780,916,24.4
M,18,1763,54.5,777,648,828,17.53
F,20,1560,40.6,724,610,830,16.68
F,21,1521,49.6,846,711,880,21.44
M,18,1806,56.8,795,674,890,17.41
F,35,1587,55.8,863,743,926,22.16
M,35,1705,59.5,865,748,905,20.47
F,39,1650,62.1,878,746,955,22.81
M,16,1782,73.2,908,772,945,23.05
M,33,1723,64.5,894,785,906,21.73
F,17,1563,54.1,815,721,906,22.15
M,54,1716,72.7,957,850,965,24.69
F,42,1590,89.3,1205,1025,1085,35.32
F,16,1686,66.4,890,735,996,23.36
M,38,1800,97.4,1051,988,1070,30.06
M,20,1784,105.8,1115,983,1102,33.24
F,44,1534,49.2,885,716,850,20.91
M,40,1725,73.0,935,830,965,24.53
F,53,1462,58.6,945,832,922,27.42
M,18,1724,78.7,920,807,994,26.48
F,30,1617,58.9,925,801,946,22.53
F,16,1644,44.2,725,575,853,16.35
M,18,1776,68.6,900,780,965,21.75
M,19,1752,75.1,945,868,988,24.47
F,17,1548,47.0,786,642,835,19.61
F,16,1620,47.6,685,642,886,18.14
F,25,1571,48.5,833,672,875,19.65
F,17,1650,57.6,862,685,930,21.16
M,20,1621,55.3,792,726,885,21.05
F,41,1660,63.3,950,855,960,22.97
M,37,1749,68.0,892,816,962,22.23
F,18,1620,59.4,885,710,971,22.63
M,36,1765,69.3,886,774,966,22.25
M,19,1677,79.4,1003,885,1020,28.23
M,42,1697,72.1,960,833,956,25.04
M,29,1655,64.9,932,760,920,23.69
F,59,1469,51.9,881,781,856,24.05
M,43,1735,90.2,990,956,1086,29.96
F,66,1482,55.7,992,941,900,25.36
F,44,1505,73.8,1000,952,1025,32.58
F,43,1505,84.3,1135,1076,1095,37.22
M,24,1796,88.7,1065,910,1040,27.5
F,32,1597,56.6,850,735,944,22.19
M,30,1680,75.0,885,904,978,26.57
F,18,1586,53.5,832,660,954,21.27
M,18,1662,65.2,871,776,965,23.6
F,18,1619,47.5,792,620,883,18.12
M,20,1658,53.3,795,670,879,19.39
M,19,1695,58.6,832,770,915,20.4
M,16,1715,67.5,900,765,951,22.95
M,29,1677,80.5,991,941,1013,28.62
F,68,1474,51.8,883,855,925,23.84
M,39,1645,80.2,1032,996,1022,29.64
F,26,1670,47.4,765,640,849,17.0
M,29,1774,69.3,898,790,944,22.02
M,29,1661,69.3,887,820,953,25.12
M,28,1764,75.2,940,822,990,24.17
M,20,1827,97.1,995,991,1058,29.09
M,17,1745,111.0,1125,1071,1180,36.45
F,39,1690,66.1,882,881,1012,23.14
M,25,1770,73.9,922,820,965,23.59
M,22,1667,55.5,826,696,876,19.97
F,27,1610,69.9,973,820,1001,26.97
F,20,1692,52.4,837,690,934,18.3
M,64,1585,65.2,920,900,904,25.95
M,45,1682,75.9,982,916,1005,26.83
F,56,1560,62.9,1017,875,881,25.85
F,18,1670,51.8,760,653,895,18.57
M,17,1712,54.1,780,651,857,18.46
F,18,1576,50.6,815,661,896,20.37
M,27,1645,88.1,1081,1031,1005,32.56
F,33,1527,51.6,832,725,897,22.13
F,54,1449,58.2,1019,921,893,27.72
F,47,1570,54.8,860,780,900,22.23
M,35,1742,75.3,950,825,940,24.81
F,17,1597,52.3,830,702,892,20.51
M,20,1730,68.9,906,737,942,23.02
M,18,1713,62.3,815,700,898,21.23
F,60,1448,50.2,894,774,865,23.94
F,19,1674,64.0,887,819,945,22.84
F,35,1570,49.3,805,698,855,20.0
M,18,1667,62.4,827,767,902,22.46
F,22,1626,54.1,790,702,955,20.46
F,19,1613,57.8,870,741,945,22.22
M,17,1768,62.1,851,705,901,19.87
F,19,1630,65.3,975,825,935,24.58
F,63,1480,56.8,895,876,911,25.93
M,36,1700,71.7,982,836,952,24.81
M,18,1723,67.1,820,703,962,22.6
M,17,1755,68.6,865,741,911,22.27
M,17,1802,73.1,925,713,974,22.51
M,28,1681,75.0,997,858,998,26.54
M,30,1683,67.5,919,811,929,23.83
M,55,1760,89.2,1075,980,1015,28.8
F,16,1528,47.4,753,650,911,20.3
M,27,1703,73.4,930,852,944,25.31
M,27,1743,62.8,897,787,875,20.67
M,16,1813,88.6,925,870,1050,26.95
M,50,1585,59.8,892,777,866,23.8
M,62,1692,78.1,966,980,991,27.28
F,19,1646,59.2,855,707,920,21.85
F,17,1640,50.5,779,671,906,18.78
M,27,1786,76.3,943,857,1001,23.92
M,35,1703,59.6,881,710,890,20.55
F,40,1622,59.6,881,794,956,22.65
M,26,1790,76.3,932,838,1006,23.81
M,20,1751,68.4,914,720,943,22.31
F,20,1675,53.1,802,654,935,18.93
F,20,1558,59.2,865,760,965,24.39
M,19,1685,87.0,1044,931,1026,30.64
M,32,1749,91.0,1073,975,1105,29.75
F,25,1605,47.6,800,701,845,18.48
F,29,1484,53.5,845,752,931,24.29
M,37,1725,78.2,995,865,991,26.28
M,61,1616,67.6,922,871,929,25.89
M,22,1785,75.8,926,805,974,23.79
M,58,1590,58.2,905,845,860,23.02
F,19,1667,69.6,980,762,975,25.05
F,43,1646,54.6,860,742,874,20.15
M,25,1685,61.2,862,790,910,21.56
M,30,1719,75.9,933,836,959,25.69
F,33,1515,94.8,1175,1174,1116,41.3
M,18,1707,56.9,792,688,898,19.53
M,18,1755,65.4,900,753,960,21.23
F,16,1599,51.7,808,669,936,20.22
F,17,1695,63.4,854,715,995,22.07
M,19,1793,88.1,978,917,1049,27.4
M,28,1675,74.0,985,852,992,26.38
M,16,1712,61.2,850,685,894,20.88
F,19,1556,47.6,760,713,864,19.66
M,16,1657,61.2,836,717,911,22.29
M,27,1721,65.4,857,772,961,22.08
M,51,1720,87.2,1013,1020,983,29.48
F,17,1639,62.8,880,735,961,23.38
F,37,1630,53.5,845,710,910,20.14
M,26,1830,107.4,1152,1063,1094,32.07
M,60,1764,85.5,1063,978,1004,27.48
F,25,1573,58.1,877,760,955,23.48
F,19,1512,41.8,822,651,817,18.28
M,19,1860,101.8,1095,945,1095,29.43
F,46,1455,59.3,954,879,908,28.01
M,45,1630,60.1,925,739,841,22.62
F,17,1557,56.5,915,756,921,23.31
F,17,1605,49.6,814,610,875,19.25
M,24,1780,85.3,967,860,1034,26.92
M,35,1660,51.6,820,655,869,18.73
F,40,1540,70.4,1021,881,996,29.68
M,26,1770,89.0,1025,957,1077,28.41
F,19,1570,48.1,805,664,895,19.51
M,22,1718,61.8,890,735,893,20.94
F,20,1613,49.1,822,645,875,18.87
F,32,1600,58.6,872,809,1000,22.89
M,15,1714,65.9,906,745,960,22.43
M,25,1779,93.3,974,1047,1097,29.48
M,25,1710,69.0,910,829,955,23.6
F,34,1620,54.7,885,696,930,20.84
M,18,1651,61.2,815,760,925,22.45
F,19,1553,48.4,855,680,865,20.07
F,57,1487,55.3,990,835,850,25.01
F,33,1624,67.4,960,852,930,25.56
M,17,1736,58.7,798,694,910,19.48
F,51,1553,62.0,981,850,920,25.71
M,38,1713,78.0,1000,880,1005,26.58
M,29,1703,87.9,1038,962,1043,30.31
F,23,1514,48.0,790,690,910,20.94
M,23,1804,65.6,915,775,916,20.16
M,18,1719,59.3,852,715,912,20.07
M,37,1742,77.9,1000,970,1004,25.67
M,16,1680,61.1,855,672,873,21.65
F,33,1580,70.4,1030,815,1022,28.2
M,19,1548,53.3,843,725,886,22.24
M,43,1680,68.7,970,850,910,24.34
F,31,1523,45.7,831,675,840,19.7
M,39,1716,75.5,995,915,945,25.64
M,41,1718,88.2,1090,1027,1040,29.88
F,17,1575,49.0,834,639,872,19.75
M,40,1727,80.6,1000,902,1025,27.02
F,47,1596,59.0,914,777,924,23.16
F,27,1636,64.2,900,783,990,23.99
F,63,1549,67.9,1065,960,937,28.3
F,26,1614,64.0,858,753,1036,24.57
M,26,1708,58.8,875,718,858,20.16
M,32,1734,90.2,1007,975,1072,30.0
M,26,1696,63.5,865,745,907,22.08
F,35,1522,50.9,870,735,865,21.97
M,34,1693,78.2,1037,918,1035,27.28
M,17,1819,75.2,884,776,976,22.73
F,43,1611,87.1,1107,1020,1100,33.56
F,57,1479,50.9,885,783,875,23.27
M,19,1696,71.5,886,824,993,24.86
F,19,1574,54.1,891,791,934,21.84
M,42,1606,61.1,914,826,923,23.69
F,20,1634,47.6,881,665,850,17.83
F,20,1670,61.0,883,740,955,21.87
F,34,1525,55.0,860,815,940,23.65
M,17,1789,59.0,785,715,908,18.43
F,25,1670,65.9,891,740,1023,23.63
M,34,1800,71.0,905,765,934,21.91
M,36,1675,75.6,963,885,957,26.95
F,16,1590,52.0,826,660,915,20.57
F,51,1527,58.4,930,815,900,25.05
M,18,1761,62.4,861,715,921,20.12
M,61,1606,59.8,889,886,868,23.19
F,32,1664,69.4,970,851,1042,25.06
M,56,1750,71.2,926,825,954,23.25
F,19,1517,56.2,855,755,964,24.42
M,58,1623,85.9,1070,1000,1041,32.61
M,63,1668,69.1,925,921,944,24.84
M,29,1640,80.8,1026,922,972,30.04
M,32,1646,76.8,925,934,968,28.35
F,16,1532,48.6,790,690,900,20.71
F,20,1710,73.0,1005,828,990,24.96
F,33,1585,59.8,851,821,961,23.8
M,42,1721,59.8,870,714,870,20.19
M,56,1620,59.8,855,864,885,22.79
M,44,1738,78.0,979,954,961,25.82
M,20,1706,59.2,840,701,910,20.34
F,30,1530,36.8,695,562,782,15.72
F,19,1555,49.2,801,660,898,20.35
F,29,1610,65.7,906,891,991,25.35
M,20,1776,84.8,1003,885,1032,26.88
M,50,1658,67.2,900,865,921,24.45
M,64,1665,52.3,871,757,820,18.87
F,26,1635,45.3,750,681,855,16.95
M,36,1703,60.7,866,755,912,20.93
M,20,1750,67.8,905,845,951,22.14
M,32,1755,81.2,977,908,1024,26.36
F,34,1555,57.3,881,773,935,23.7
M,19,1610,70.0,915,825,970,27.01
F,26,1603,59.1,879,804,939,23.0
M,23,1720,61.0,855,695,902,20.62
F,19,1563,57.8,940,790,930,23.66
M,18,1825,63.1,840,702,921,18.95
F,52,1664,73.5,1005,892,990,26.54
F,19,1610,62.5,880,740,973,24.11
F,43,1580,49.7,855,745,900,19.91
F,19,1684,61.4,904,755,967,21.65
F,25,1568,58.5,849,805,961,23.79
M,19,1775,69.0,930,785,898,21.9
F,45,1535,58.1,895,792,982,24.66
M,40,1740,75.6,950,862,956,24.97
F,63,1452,44.8,780,704,835,21.25
M,17,1820,117.3,1164,1060,1211,35.41
F,32,1666,61.2,858,793,968,22.05
F,35,1647,67.4,900,793,1001,24.85
F,19,1634,51.8,794,685,880,19.4
M,29,1705,60.6,854,739,880,20.85
M,48,1684,55.6,870,750,840,19.61
M,66,1660,71.6,1032,920,966,25.98
F,27,1656,57.4,844,731,951,20.93
M,17,1788,60.2,828,685,900,18.83
M,17,1735,68.2,906,786,951,22.66
F,38,1605,62.7,955,785,1011,24.34
F,46,1575,49.5,790,680,891,19.95
M,39,1755,89.2,1066,940,1011,28.96
M,55,1632,67.6,947,840,930,25.38
F,62,1468,46.0,825,740,840,21.35
M,25,1874,76.5,924,766,965,21.78
F,21,1569,47.2,802,666,882,19.17
F,16,1640,48.0,795,635,871,17.85
F,55,1522,52.8,861,750,924,22.79
M,35,1750,76.6,990,878,990,25.01
F,54,1546,56.2,893,735,909,23.51
F,26,1562,50.2,828,654,935,20.58
F,30,1516,48.3,835,730,910,21.02
M,16,1664,47.2,740,625,836,17.05
M,36,1853,110.8,1113,1076,1085,32.27
M,39,1714,63.2,905,807,910,21.51
M,17,1697,50.6,813,645,844,17.57
M,23,1703,62.0,897,733,914,21.38
M,16,1799,64.4,845,723,925,19.9
F,18,1610,55.9,840,655,961,21.57
M,35,1745,66.5,885,760,920,21.84
M,25,1774,81.0,1011,895,1000,25.74
M,58,1695,58.8,865,770,866,20.47
M,17,1740,66.7,909,783,950,22.03
F,16,1613,68.7,1005,830,1002,26.41
M,19,1737,64.1,820,730,917,21.25
F,33,1670,64.7,915,810,995,23.2
F,19,1595,46.7,744,655,856,18.36
M,30,1736,91.6,1061,955,1041,30.39
F,26,1662,50.0,790,640,896,18.1
M,17,1661,56.0,876,659,850,20.3
M,58,1788,74.1,951,890,950,23.18
M,46,1660,65.9,940,787,913,23.91
M,17,1825,59.1,782,681,895,17.74
M,17,1755,66.0,840,715,936,21.43
M,32,1783,85.7,1005,928,1019,26.96
F,26,1590,48.2,805,652,880,19.07
M,45,1624,59.5,842,798,879,22.56
M,36,1690,80.5,984,910,1012,28.19
F,28,1644,48.8,800,618,886,18.06
M,18,1680,51.3,757,663,847,18.18
F,20,1654,56.6,835,716,920,20.69
M,32,1843,101.3,1028,1011,1116,29.82
M,20,1741,49.3,807,641,815,16.26
M,19,1685,55.8,838,735,861,19.65
F,17,1665,72.3,967,834,1016,26.08
F,22,1556,50.9,851,691,891,21.02
M,31,1737,83.3,975,931,1026,27.61
M,16,1615,52.2,800,673,866,20.01
F,46,1523,49.3,843,700,883,21.25
M,30,1685,68.0,903,819,955,23.95
M,17,1752,71.0,901,806,952,23.13
F,44,1519,49.6,815,705,872,21.5
F,26,1585,61.3,890,730,1005,24.4
F,58,1519,55.7,954,821,901,24.14
M,37,1705,70.1,945,840,970,24.11
F,38,1510,86.0,1030,1027,1092,37.72
M,25,1706,74.0,900,820,980,25.43
M,23,1777,60.0,881,710,889,19.0
M,53,1582,52.2,836,705,825,20.86
M,22,1769,64.9,875,719,910,20.74
M,20,1740,84.3,1004,902,1017,27.84
F,48,1624,54.6,836,720,904,20.7
F,20,1524,46.8,790,636,891,20.15
M,18,1712,73.9,890,770,1005,25.21
F,22,1534,46.6,736,650,895,19.8
M,33,1736,79.6,1005,899,1005,26.41
M,46,1681,73.7,931,860,926,26.08
M,16,1720,81.6,1018,899,1010,27.58
F,38,1505,50.7,889,759,880,22.38
M,37,1690,87.4,1035,1011,1039,30.6
F,28,1548,50.6,821,781,947,21.12
M,42,1678,63.5,885,800,935,22.55
F,56,1620,58.2,865,783,935,22.18
M,17,1734,61.2,812,697,939,20.35
M,25,1844,88.0,955,849,1010,25.88
F,59,1544,65.1,988,865,983,27.31
F,63,1596,58.6,952,820,887,23.01
M,62,1670,71.0,886,881,932,25.46
M,20,1707,78.0,965,796,985,26.77
F,22,1580,46.4,764,620,850,18.59
F,16,1475,41.1,741,651,845,18.89
F,53,1580,48.3,835,695,841,19.35
F,47,1614,54.7,890,765,940,21.0
M,16,1702,52.5,805,665,813,18.12
F,18,1622,49.6,771,654,889,18.85
M,18,1670,60.9,849,750,920,21.84
F,17,1577,49.5,794,677,910,19.9
M,16,1736,64.6,879,720,930,21.44
M,24,1666,68.3,868,808,954,24.61
M,27,1820,73.9,958,800,973,22.31
F,20,1611,47.1,852,708,870,18.15
M,29,1740,78.3,965,929,1025,25.86
M,23,1780,70.5,910,790,915,22.25
M,43,1695,69.2,912,850,889,24.09
M,30,1734,96.2,1050,984,1045,31.99
M,27,1767,70.0,905,803,945,22.42
F,16,1656,50.2,805,660,888,18.31
F,31,1503,75.0,1051,930,1071,33.2
F,31,1564,46.7,735,624,828,19.09
F,16,1571,65.0,896,770,1000,26.34
M,18,1684,56.0,789,685,905,19.75
F,18,1489,40.3,726,675,831,18.18
F,49,1539,69.2,1004,885,1037,29.22
M,19,1686,58.5,845,710,870,20.58
M,39,1760,92.0,1040,961,1036,29.7
M,57,1745,78.1,970,910,978,25.65
M,24,1798,83.3,1010,875,994,25.77
M,28,1798,85.9,1010,885,1038,26.57
M,38,1750,83.8,980,891,1010,27.36
M,36,1687,62.6,870,786,925,22.0
M,43,1696,85.0,1063,936,1019,29.55
M,19,1798,76.5,866,824,971,23.66
M,20,1810,68.5,860,770,985,20.91
F,31,1594,61.3,955,820,940,24.13
F,38,1625,44.9,768,643,855,17.0
M,25,1743,60.5,850,719,901,19.91
F,50,1480,50.7,914,785,875,23.15
M,32,1814,90.7,1040,911,1048,27.56
F,59,1735,61.9,960,778,946,20.56
M,25,1805,75.8,898,850,1022,23.27
M,19,1720,67.2,910,795,931,22.71
F,28,1598,50.2,840,735,905,19.66
M,17,1706,61.6,815,715,915,21.17
M,54,1679,66.8,945,874,917,23.7
M,38,1755,82.3,975,938,1035,26.72
F,60,1506,62.3,986,880,917,27.47
F,24,1698,70.2,964,791,1001,24.35
F,31,1521,56.5,861,805,942,24.42
M,31,1786,76.6,912,841,980,24.01
F,51,1599,55.9,886,765,930,21.86
M,16,1760,61.0,816,717,895,19.69
F,33,1619,50.8,810,665,899,19.38
M,18,1777,52.8,711,664,844,16.72
F,20,1535,44.8,743,624,872,19.01
M,56,1777,86.7,925,921,1017,27.46
M,59,1735,60.6,848,815,861,20.13
M,58,1723,73.5,983,875,936,24.76
F,66,1514,59.0,983,950,925,25.74
M,20,1738,60.8,843,705,896,20.13
M,19,1794,64.3,842,746,890,19.98
M,20,1765,70.5,920,736,942,22.63
M,21,1601,57.4,835,735,865,22.39
F,40,1568,52.4,845,710,880,21.31
F,50,1516,69.7,1032,941,991,30.33
F,68,1507,58.9,960,881,921,25.94
M,38,1791,72.4,914,784,956,22.57
M,25,1790,75.0,918,784,971,23.41
F,33,1628,51.1,785,700,894,19.28
M,54,1683,67.2,912,875,931,23.72
M,18,1787,72.9,940,772,937,22.83
M,20,1859,111.8,1164,1081,1092,32.35
M,24,1690,77.6,960,880,1015,27.17
M,17,1715,65.8,855,730,904,22.37
F,23,1584,58.0,872,775,966,23.12
M,27,1690,74.3,1025,801,970,26.01
F,43,1589,45.4,749,652,846,17.98
M,29,1762,79.5,945,824,1015,25.61
M,25,1803,78.9,916,850,1020,24.27
M,60,1580,66.0,931,874,900,26.44
M,19,1824,76.0,922,826,990,22.84
F,30,1584,53.5,855,701,905,21.32
M,33,1710,73.1,960,846,967,25.0
F,19,1609,55.9,850,715,950,21.59
M,59,1670,70.3,951,866,942,25.21
M,30,1655,88.7,1095,985,1072,32.38
F,19,1600,63.0,890,745,992,24.61
F,34,1628,85.2,1102,1031,1095,32.15
M,59,1735,66.3,897,791,929,22.02
M,33,1709,60.3,845,714,901,20.65
F,34,1654,75.0,990,862,1045,27.42
F,26,1551,39.6,717,622,798,16.46
F,28,1601,53.0,828,713,915,20.68
M,37,1725,75.9,945,812,1005,25.51
M,16,1753,56.6,778,696,892,18.42
F,49,1622,75.1,1030,960,955,28.55
F,16,1504,49.0,810,715,864,21.66
F,18,1616,45.3,735,640,878,17.35
F,19,1564,49.2,800,668,868,20.11
F,32,1530,56.8,865,815,971,24.26
M,16,1643,53.7,810,686,876,19.89
F,18,1596,60.8,830,732,1014,23.87
M,16,1721,58.5,797,710,897,19.75
M,47,1681,72.7,1017,856,940,25.73
M,19,1724,64.2,870,706,900,21.6
F,62,1534,51.9,850,762,906,22.06
F,58,1493,55.3,951,860,854,24.81
F,18,1566,58.2,850,730,965,23.73
M,28,1850,80.3,964,845,1001,23.46
M,23,1715,61.0,830,765,930,20.74
M,63,1640,60.9,895,760,903,22.64
M,26,1766,60.3,880,715,859,19.33
M,55,1620,66.7,918,863,923,25.42
F,66,1478,47.7,850,730,830,21.84
F,37,1653,63.1,895,762,957,23.09
M,69,1677,53.7,870,718,860,19.09
M,50,1606,67.1,923,851,945,26.02
M,30,1705,94.6,1042,1007,1096,32.54
F,19,1569,53.0,890,726,903,21.53
F,61,1477,54.2,965,876,850,24.84
F,17,1611,49.6,845,670,865,19.11
F,35,1556,50.7,821,741,901,20.94
F,22,1591,60.8,875,765,985,24.02
F,20,1584,46.9,750,634,898,18.69
F,23,1661,50.4,745,665,891,18.27
M,39,1745,63.2,842,794,889,20.76
F,19,1661,60.6,870,732,956,21.97
M,16,1656,68.0,890,815,955,24.8
M,67,1698,73.5,980,881,954,25.49
