gender,age,height,weight,bust_circumference,waist_circumference,hip_circumference
M,35,1750,76.6,990,878,990
F,54,1546,56.2,893,735,909
F,26,1562,50.2,828,654,935
F,30,1516,48.3,835,730,910
M,16,1664,47.2,740,625,836
M,36,1853,110.8,1113,1076,1085
M,39,1714,63.2,905,807,910
M,17,1697,50.6,813,645,844
M,23,1703,62.0,897,733,914
M,16,1799,64.4,845,723,925
F,18,1610,55.9,840,655,961
M,35,1745,66.5,885,760,920
M,25,1774,81.0,1011,895,1000
M,58,1695,58.8,865,770,866
M,17,1740,66.7,909,783,950
F,16,1613,68.7,1005,830,1002
M,19,1737,64.1,820,730,917
F,33,1670,64.7,915,810,995
F,19,1595,46.7,744,655,856
M,30,1736,91.6,1061,955,1041
F,26,1662,50.0,790,640,896
M,17,1661,56.0,876,659,850
M,58,1788,74.1,951,890,950
M,46,1660,65.9,940,787,913
M,17,1825,59.1,782,681,895
M,17,1755,66.0,840,715,936
M,32,1783,85.7,1005,928,1019
F,26,1590,48.2,805,652,880
M,45,1624,59.5,842,798,879
M,36,1690,80.5,984,910,1012
F,28,1644,48.8,800,618,886
M,18,1680,51.3,757,663,847
F,20,1654,56.6,835,716,920
M,32,1843,101.3,1028,1011,1116
M,20,1741,49.3,807,641,815
M,19,1685,55.8,838,735,861
F,17,1665,72.3,967,834,1016
F,22,1556,50.9,851,691,891
M,31,1737,83.3,975,931,1026
M,16,1615,52.2,800,673,866
F,46,1523,49.3,843,700,883
M,30,1685,68.0,903,819,955
M,17,1752,71.0,901,806,952
F,44,1519,49.6,815,705,872
F,26,1585,61.3,890,730,1005
F,58,1519,55.7,954,821,901
M,37,1705,70.1,945,840,970
F,38,1510,86.0,1030,1027,1092
M,25,1706,74.0,900,820,980
M,23,1777,60.0,881,710,889
M,53,1582,52.2,836,705,825
M,22,1769,64.9,875,719,910
M,20,1740,84.3,1004,902,1017
F,48,1624,54.6,836,720,904
F,20,1524,46.8,790,636,891
M,18,1712,73.9,890,770,1005
F,22,1534,46.6,736,650,895
M,33,1736,79.6,1005,899,1005
M,46,1681,73.7,931,860,926
M,16,1720,81.6,1018,899,1010
F,38,1505,50.7,889,759,880
M,37,1690,87.4,1035,1011,1039
F,28,1548,50.6,821,781,947
M,42,1678,63.5,885,800,935
F,56,1620,58.2,865,783,935
M,17,1734,61.2,812,697,939
M,25,1844,88.0,955,849,1010
F,59,1544,65.1,988,865,983
F,63,1596,58.6,952,820,887
M,62,1670,71.0,886,881,932
M,20,1707,78.0,965,796,985
F,22,1580,46.4,764,620,850
F,16,1475,41.1,741,651,845
F,53,1580,48.3,835,695,841
F,47,1614,54.7,890,765,940
M,16,1702,52.5,805,665,813
F,18,1622,49.6,771,654,889
M,18,1670,60.9,849,750,920
F,17,1577,49.5,794,677,910
M,16,1736,64.6,879,720,930
M,24,1666,68.3,868,808,954
M,27,1820,73.9,958,800,973
F,20,1611,47.1,852,708,870
M,29,1740,78.3,965,929,1025
M,23,1780,70.5,910,790,915
M,43,1695,69.2,912,850,889
M,30,1734,96.2,1050,984,1045
M,27,1767,70.0,905,803,945
F,16,1656,50.2,805,660,888
F,31,1503,75.0,1051,930,1071
F,31,1564,46.7,735,624,828
F,16,1571,65.0,896,770,1000
M,18,1684,56.0,789,685,905
F,18,1489,40.3,726,675,831
F,49,1539,69.2,1004,885,1037
M,19,1686,58.5,845,710,870
M,39,1760,92.0,1040,961,1036
M,57,1745,78.1,970,910,978
M,24,1798,83.3,1010,875,994
M,28,1798,85.9,1010,885,1038
M,38,1750,83.8,980,891,1010
M,36,1687,62.6,870,786,925
M,43,1696,85.0,1063,936,1019
M,19,1798,76.5,866,824,971
M,20,1810,68.5,860,770,985
F,31,1594,61.3,955,820,940
F,38,1625,44.9,768,643,855
M,25,1743,60.5,850,719,901
F,50,1480,50.7,914,785,875
M,32,1814,90.7,1040,911,1048
F,59,1735,61.9,960,778,946
M,25,1805,75.8,898,850,1022
M,19,1720,67.2,910,795,931
F,28,1598,50.2,840,735,905
M,17,1706,61.6,815,715,915
M,54,1679,66.8,945,874,917
M,38,1755,82.3,975,938,1035
F,60,1506,62.3,986,880,917
F,24,1698,70.2,964,791,1001
F,31,1521,56.5,861,805,942
M,31,1786,76.6,912,841,980
F,51,1599,55.9,886,765,930
M,16,1760,61.0,816,717,895
F,33,1619,50.8,810,665,899
M,18,1777,52.8,711,664,844
F,20,1535,44.8,743,624,872
M,56,1777,86.7,925,921,1017
M,59,1735,60.6,848,815,861
M,58,1723,73.5,983,875,936
F,66,1514,59.0,983,950,925
M,20,1738,60.8,843,705,896
M,19,1794,64.3,842,746,890
M,20,1765,70.5,920,736,942
M,21,1601,57.4,835,735,865
F,40,1568,52.4,845,710,880
F,50,1516,69.7,1032,941,991
F,68,1507,58.9,960,881,921
M,38,1791,72.4,914,784,956
M,25,1790,75.0,918,784,971
F,33,1628,51.1,785,700,894
M,54,1683,67.2,912,875,931
M,18,1787,72.9,940,772,937
M,20,1859,111.8,1164,1081,1092
M,24,1690,77.6,960,880,1015
M,17,1715,65.8,855,730,904
F,23,1584,58.0,872,775,966
M,27,1690,74.3,1025,801,970
F,43,1589,45.4,749,652,846
M,29,1762,79.5,945,824,1015
M,25,1803,78.9,916,850,1020
M,60,1580,66.0,931,874,900
M,19,1824,76.0,922,826,990
F,30,1584,53.5,855,701,905
M,33,1710,73.1,960,846,967
F,19,1609,55.9,850,715,950
M,59,1670,70.3,951,866,942
M,30,1655,88.7,1095,985,1072
F,19,1600,63.0,890,745,992
F,34,1628,85.2,1102,1031,1095
M,59,1735,66.3,897,791,929
M,33,1709,60.3,845,714,901
F,34,1654,75.0,990,862,1045
F,26,1551,39.6,717,622,798
F,28,1601,53.0,828,713,915
M,37,1725,75.9,945,812,1005
M,16,1753,56.6,778,696,892
F,49,1622,75.1,1030,960,955
F,16,1504,49.0,810,715,864
F,18,1616,45.3,735,640,878
F,19,1564,49.2,800,668,868
F,32,1530,56.8,865,815,971
M,16,1643,53.7,810,686,876
F,18,1596,60.8,830,732,1014
M,16,1721,58.5,797,710,897
M,47,1681,72.7,1017,856,940
M,19,1724,64.2,870,706,900
F,62,1534,51.9,850,762,906
F,58,1493,55.3,951,860,854
F,18,1566,58.2,850,730,965
M,28,1850,80.3,964,845,1001
M,23,1715,61.0,830,765,930
M,63,1640,60.9,895,760,903
M,26,1766,60.3,880,715,859
M,55,1620,66.7,918,863,923
F,66,1478,47.7,850,730,830
F,37,1653,63.1,895,762,957
M,69,1677,53.7,870,718,860
M,50,1606,67.1,923,851,945
M,30,1705,94.6,1042,1007,1096
F,19,1569,53.0,890,726,903
F,61,1477,54.2,965,876,850
F,17,1611,49.6,845,670,865
F,35,1556,50.7,821,741,901
F,22,1591,60.8,875,765,985
F,20,1584,46.9,750,634,898
F,23,1661,50.4,745,665,891
M,39,1745,63.2,842,794,889
F,19,1661,60.6,870,732,956
M,16,1656,68.0,890,815,955
M,67,1698,73.5,980,881,954
M,27,1740,62.0,881,740,931
F,55,1526,47.7,872,735,861
F,17,1573,50.4,795,665,905
F,60,1484,52.3,901,839,885
M,28,1654,53.6,796,678,886
F,65,1561,58.6,916,807,905
F,16,1650,62.3,866,742,965
F,20,1656,61.0,880,745,935
M,43,1555,55.1,860,870,845
F,37,1633,64.8,930,815,960
F,47,1534,55.4,881,748,905
F,21,1610,54.2,845,745,909
F,33,1562,65.1,915,834,991
F,18,1554,79.0,1045,965,1090
F,20,1666,54.6,795,669,936
M,19,1736,84.2,960,895,1039
M,17,1716,112.5,1135,1222,1205
M,17,1746,57.1,780,682,881
M,39,1773,75.2,990,820,961
F,37,1580,50.5,855,685,911
M,63,1633,61.4,901,821,910
M,24,1844,91.0,986,906,1070
M,65,1638,65.0,900,824,912
F,55,1537,63.2,1031,931,985
M,20,1689,98.2,1157,1034,1065
F,51,1528,72.8,1116,935,916
F,17,1580,46.8,776,635,850
M,41,1777,80.1,980,860,985
F,19,1556,46.7,775,700,886
F,35,1618,70.4,940,962,1015
M,36,1793,60.4,860,702,905
M,31,1737,75.1,955,832,990
F,61,1514,56.3,995,935,865
M,65,1576,62.0,882,850,895
F,22,1595,50.5,805,695,899
M,27,1686,72.5,964,807,960
F,22,1595,51.4,865,666,888
F,28,1596,62.8,971,815,954
M,49,1745,78.3,1003,892,975
M,20,1751,80.7,977,866,1005
M,38,1674,76.4,997,967,986
M,17,1681,67.6,871,767,906
F,46,1658,68.9,971,820,960
F,16,1585,48.7,817,675,895
F,25,1632,46.8,775,630,858
F,30,1560,51.5,844,650,903
M,66,1683,75.5,957,956,956
M,19,1725,80.9,1006,875,999
F,19,1531,38.7,690,565,816
F,18,1516,44.9,750,600,895
F,36,1676,61.8,872,724,967
M,20,1769,66.1,904,776,921
M,44,1700,74.9,1027,815,932
F,18,1594,49.8,775,680,901
M,20,1707,51.3,776,635,842
F,43,1566,47.2,802,750,845
F,16,1535,45.9,781,599,874
F,61,1505,46.4,815,710,855
M,19,1706,61.5,855,735,906
F,31,1690,60.7,825,705,971
F,36,1645,60.6,882,771,971
F,36,1649,54.2,840,708,918
F,52,1643,56.7,775,715,955
M,33,1737,90.8,1055,942,1048
F,18,1728,97.5,1077,950,1138
M,39,1673,85.4,1036,915,1010
M,19,1701,56.5,814,680,860
F,44,1616,59.0,895,801,995
F,38,1507,43.9,740,651,901
F,20,1610,53.5,775,670,946
F,28,1678,66.8,960,782,956
M,29,1739,80.9,970,895,1022
F,17,1557,49.1,785,635,874
M,56,1716,63.1,893,776,895
F,33,1552,49.9,761,664,959
F,26,1646,53.5,835,680,942
M,35,1739,82.1,1006,885,1005
M,17,1762,58.4,797,697,905
M,31,1681,63.5,895,754,910
M,34,1677,63.7,951,834,881
M,16,1660,50.4,765,644,845
F,17,1639,47.1,776,639,870
M,63,1681,65.1,905,816,912
M,31,1764,67.4,906,761,912
F,66,1547,57.0,856,786,962
M,23,1765,88.1,1030,932,1080
M,50,1676,76.9,952,895,1004
M,19,1779,66.5,882,761,935
M,16,1703,60.8,827,707,905
M,37,1703,61.8,878,804,899
F,38,1648,55.5,820,761,912
M,59,1626,64.9,920,850,911
F,17,1600,52.9,840,660,897
F,33,1631,65.8,991,831,996
M,47,1725,78.3,930,895,968
F,19,1580,51.6,837,670,900
F,23,1512,60.2,941,835,985
F,18,1562,45.0,767,635,867
M,25,1835,86.1,1041,851,1015
M,68,1593,59.4,900,835,908
F,20,1493,49.7,820,666,917
F,54,1444,58.9,1014,915,926
F,16,1605,45.0,744,625,835
F,33,1554,47.7,851,661,889
M,18,1817,62.0,825,711,861
F,29,1534,51.5,790,700,941
M,53,1723,61.5,888,786,880
F,34,1557,61.4,913,780,980
M,18,1760,53.4,775,641,865
M,19,1657,52.6,775,674,838
F,18,1563,53.6,821,686,956
M,18,1730,56.2,846,685,865
M,18,1745,66.1,875,728,945
F,21,1691,54.4,765,656,885
M,18,1770,72.1,880,754,975
F,16,1618,64.9,904,751,1042
F,17,1664,51.0,801,656,905
M,20,1750,91.9,1065,1033,1086
M,31,1786,71.0,870,775,955
M,31,1675,80.6,1060,920,1001
F,56,1523,48.2,809,700,835
M,20,1716,53.2,780,620,818
F,63,1505,59.0,990,890,945
F,55,1608,62.2,960,885,951
M,46,1720,98.3,1120,1041,1100
M,20,1767,69.1,870,712,960
F,32,1545,43.6,746,640,841
F,55,1443,44.7,856,792,845
F,31,1526,55.4,868,690,910
F,38,1628,72.1,950,885,1045
M,26,1768,70.6,890,784,985
M,64,1619,60.9,930,834,895
M,18,1800,72.8,892,795,985
M,31,1761,71.9,921,881,921
F,17,1580,49.6,835,690,885
M,16,1726,65.7,855,781,921
F,17,1720,54.9,816,686,901
F,19,1535,58.6,901,791,945
F,33,1681,75.5,980,815,1078
M,54,1710,76.4,960,893,1005
F,17,1660,59.8,881,707,960
M,21,1710,61.6,850,718,916
M,20,1661,71.6,985,847,925
F,60,1538,58.3,945,835,915
M,33,1773,83.8,1011,925,1013
F,48,1494,56.0,882,830,963
M,49,1686,64.7,934,805,893
M,66,1634,74.0,970,972,965
F,16,1626,52.2,755,670,925
M,22,1805,78.7,954,815,1006
F,46,1514,51.0,831,712,910
F,48,1507,65.6,960,980,982
M,47,1713,71.7,900,830,950
M,60,1629,65.4,930,838,910
M,27,1782,70.3,925,770,950
M,20,1736,80.8,1014,815,1007
F,52,1541,52.0,902,797,860
M,16,1717,74.3,943,900,966
M,19,1715,60.0,842,747,902
M,19,1610,81.8,1000,936,1025
M,20,1765,67.1,898,785,923
F,63,1451,52.7,905,785,901
M,30,1670,73.3,954,868,958
F,19,1615,62.9,905,790,925
M,24,1648,74.5,962,903,1015
M,17,1820,56.8,770,686,874
M,16,1798,81.0,961,875,995
M,38,1633,62.5,905,795,903
M,23,1690,68.6,910,768,935
F,36,1581,73.5,1041,971,1014
F,39,1495,55.1,889,779,926
F,61,1568,59.5,932,834,865
F,18,1604,67.8,915,750,1006
F,16,1591,50.5,806,655,900
M,25,1717,48.0,739,641,840
M,17,1713,64.8,835,806,920
M,17,1696,61.3,855,725,930
F,49,1594,72.8,1023,910,995
F,18,1768,66.9,800,695,1025
F,19,1641,54.1,875,660,925
M,27,1804,53.0,1003,974,1061
F,21,1545,50.0,816,725,925
M,34,1784,80.2,964,836,991
M,35,1799,69.9,930,762,958
F,19,1638,59.5,900,765,938
M,24,1796,80.8,975,892,991
M,25,1714,72.0,935,824,970
M,32,1758,70.5,903,812,960
F,16,1590,53.1,775,651,901
F,18,1481,50.6,826,700,920
F,17,1539,56.5,861,734,951
F,34,1590,55.7,881,740,884
F,65,1484,53.7,955,825,886
M,38,1804,77.5,975,858,1002
F,18,1631,81.0,1114,925,1084
F,52,1536,72.1,1064,995,1053
M,20,1680,62.2,847,786,915
M,26,1750,68.6,900,755,932
F,37,1506,58.7,983,832,913
M,45,1722,79.7,975,920,955
F,17,1558,43.0,760,611,841
F,17,1527,49.2,830,633,900
M,20,1733,70.1,902,770,976
F,32,1526,50.6,814,696,918
M,17,1716,69.2,863,781,937
F,32,1633,52.0,801,644,910
M,17,1894,106.6,1085,988,1097
M,36,1781,79.3,990,855,970
M,17,1675,70.7,925,820,990
F,34,1570,56.6,873,764,916
M,23,1820,68.1,896,705,930
M,30,1700,73.6,948,805,985
F,55,1661,76.0,1069,896,998
F,66,1550,61.9,991,865,922
F,19,1572,57.6,869,808,955
F,17,1564,61.0,895,790,980
F,22,1594,54.1,875,697,924
M,67,1706,86.9,1064,958,1005
F,16,1569,49.7,770,615,895
F,17,1638,53.0,798,662,901
F,26,1543,53.7,870,760,907
F,60,1500,61.9,986,935,975
M,28,1805,105.0,1121,1060,1106
M,18,1605,83.5,1025,979,1095
F,19,1628,55.6,875,672,963
M,18,1756,61.3,832,708,900
M,34,1803,73.0,945,800,980
F,32,1601,52.9,815,722,918
M,26,1710,78.1,1005,925,1010
M,24,1626,59.6,861,765,901
M,19,1831,67.8,910,689,926
F,29,1670,54.3,791,671,915
M,17,1617,58.6,839,764,875
F,18,1584,53.8,822,690,914
F,29,1629,46.8,756,602,855
M,22,1810,67.2,890,748,898
M,68,1568,65.3,953,924,930
F,18,1638,56.2,810,680,965
F,38,1664,59.2,868,740,941
M,23,1776,81.4,962,890,1070
F,30,1587,60.0,870,770,949
M,58,1640,68.8,950,904,960
M,33,1686,59.6,850,739,896
M,18,1739,60.0,818,703,885
F,56,1518,61.2,963,877,933
M,18,1635,57.0,815,706,914
F,23,1615,49.0,780,700,870
F,40,1606,81.8,1036,995,1061
M,18,1739,54.9,815,680,885
F,57,1562,53.6,876,773,906
M,34,1694,80.2,1047,945,1015
M,37,1750,66.2,883,831,908
M,16,1733,60.7,815,704,895
M,18,1699,62.1,889,685,890
F,29,1571,47.3,785,685,860
M,28,1790,66.9,840,728,881
F,38,1598,78.4,1053,941,1017
M,17,1700,61.7,857,730,935
M,21,1828,78.6,930,767,992
M,16,1803,98.3,1089,975,1122
F,40,1548,52.4,777,664,975
F,69,1549,59.9,964,954,941
M,16,1718,72.4,905,798,965
M,26,1736,71.5,889,800,972
M,48,1697,72.6,941,816,960
M,26,1723,58.6,848,740,870
F,30,1576,44.1,792,690,862
F,56,1588,59.8,920,782,950
M,42,1697,74.7,962,889,969
F,40,1606,67.8,954,882,965
M,39,1796,92.7,1092,971,1005
F,33,1665,81.8,1032,951,1061
M,17,1656,60.5,816,730,940
F,35,1569,66.3,1025,885,1005
F,27,1657,51.7,805,647,897
F,25,1529,55.3,895,730,945
M,25,1678,69.3,892,783,980
F,16,1635,63.5,925,768,982
F,53,1551,51.5,844,720,878
M,17,1759,69.3,924,755,940
M,19,1783,57.1,840,662,826
F,21,1609,57.2,882,680,910
F,25,1685,57.4,818,751,925
M,30,1710,69.2,885,765,946
F,44,1571,66.3,998,825,930
F,21,1557,55.7,857,750,940
F,60,1583,64.2,985,884,934
M,45,1626,81.6,997,970,1023
M,40,1667,82.8,1025,947,1016
F,18,1537,61.5,965,775,934
F,16,1615,54.2,802,720,951
M,36,1673,62.7,871,773,920
M,17,1725,50.1,745,630,837
F,41,1552,49.7,772,700,935
M,17,1718,65.7,878,765,895
F,34,1531,50.7,826,727,864
F,29,1601,50.1,821,680,902
F,20,1541,44.7,765,669,882
M,40,1828,84.6,1001,931,995
M,16,1766,87.7,1010,1014,1058
F,46,1506,62.8,960,837,1002
M,31,1740,73.7,902,789,980
F,53,1602,64.3,985,921,953
M,25,1651,85.5,1024,998,1111
M,18,1701,55.3,830,676,850
F,61,1534,58.2,950,872,929
F,28,1570,47.0,764,670,835
F,17,1588,59.3,910,760,985
M,23,1691,63.9,912,775,913
F,31,1740,60.0,851,690,972
F,31,1636,57.1,852,712,918
M,30,1731,68.3,871,775,952
M,55,1721,72.7,906,900,942
F,17,1575,61.5,931,756,981
F,35,1655,55.8,836,720,950
F,49,1600,57.4,902,730,917
F,31,1662,62.2,925,760,945
M,22,1774,66.2,905,710,915
M,41,1739,66.6,904,810,920
M,48,1732,82.9,1006,947,1005
F,39,1600,60.3,851,772,960
M,39,1702,81.8,968,895,1004
M,17,1745,50.7,770,640,826
M,28,1787,69.9,895,750,975
F,52,1498,58.9,905,835,940
M,40,1638,61.2,890,812,883
F,18,1734,64.0,875,665,986
F,38,1578,59.4,940,740,910
F,58,1513,58.0,980,865,923
M,42,1753,83.8,990,934,1001
M,20,1777,76.8,915,800,950
F,31,1570,50.1,835,772,894
M,30,1780,82.1,990,905,1021
M,25,1673,73.6,937,858,975
M,20,1695,50.2,790,635,833
F,16,1571,57.6,862,765,929
M,27,1701,60.2,855,700,879
F,32,1600,56.4,786,760,941
F,37,1559,61.7,887,835,980
M,20,1720,65.1,870,800,920
M,43,1636,60.4,850,750,907
M,20,1760,79.3,915,804,982
F,36,1580,72.8,1021,945,1011
M,48,1725,61.4,901,755,877
F,34,1570,52.0,855,720,905
M,17,1753,68.7,831,725,973
F,57,1500,44.2,790,675,850
M,37,1856,68.3,892,769,886
M,27,1749,72.8,923,842,960
F,33,1567,47.4,810,691,894
M,34,1770,108.6,1170,1052,1130
F,23,1600,60.9,923,754,972
F,50,1632,69.7,891,851,1044
M,39,1678,53.9,865,725,860
M,33,1660,83.3,1045,1020,980
F,46,1578,45.2,756,660,853
F,22,1669,54.9,800,682,925
F,24,1575,46.9,805,629,845
F,40,1508,46.0,807,730,845
F,50,1601,59.1,865,785,935
F,30,1578,55.6,864,712,924
F,27,1627,55.4,813,710,951
M,27,1742,60.7,855,720,885
M,18,1785,91.4,1022,917,1056
F,18,1547,50.8,800,690,924
F,44,1535,49.2,810,707,880
M,18,1733,66.0,846,813,958
F,33,1640,53.5,817,655,905
M,45,1673,69.8,963,854,937
F,51,1520,53.1,854,750,921
M,21,1794,61.1,866,700,915
F,17,1580,58.0,887,724,926
M,16,1711,59.3,830,705,927
M,29,1743,111.1,1134,1130,1148
F,22,1678,67.1,939,725,960
M,30,1692,72.7,939,852,947
M,17,1693,47.3,760,630,832
F,44,1528,65.7,955,875,1001
F,51,1470,61.3,951,869,907
F,59,1563,65.6,1025,875,943
F,23,1616,71.2,1035,931,1045
F,17,1591,57.5,856,721,956
M,17,1744,59.3,823,660,917
M,24,1746,96.6,1108,1045,1062
F,25,1589,51.9,810,680,892
M,19,1715,63.5,878,770,930
F,45,1504,46.3,831,754,884
F,18,1593,50.0,807,621,905
M,48,1753,71.9,900,865,986
F,44,1660,63.5,904,795,1002
F,29,1559,56.4,902,771,941
F,31,1571,65.7,930,796,1065
F,17,1685,48.4,726,620,880
M,37,1683,76.3,955,875,990
M,32,1668,59.3,880,786,900
M,68,1582,52.5,867,775,835
M,41,1743,82.8,1063,902,1008
M,53,1703,78.2,984,960,1007
F,21,1497,49.3,805,665,911
F,21,1590,60.3,931,771,952
F,19,1582,63.9,941,840,980
F,63,1470,56.2,867,823,921
F,42,1543,55.9,852,750,914
M,20,1700,70.2,890,750,957
F,23,1608,50.3,820,683,895
F,52,1560,60.4,895,831,995
M,18,1739,67.8,890,781,960
M,47,1633,63.4,885,830,931
F,17,1705,53.9,788,665,916
F,17,1588,60.3,866,730,984
M,18,1724,64.9,840,790,943
F,35,1639,51.0,845,625,865
M,53,1640,79.0,1010,961,990
F,19,1640,55.6,925,718,905
M,26,1715,88.5,1052,915,1061
M,39,1694,59.1,880,799,835
M,19,1814,57.6,780,674,895
F,34,1634,50.4,792,696,871
M,33,1727,91.3,1040,1006,1047
F,63,1519,67.0,1005,1005,944
M,53,1671,72.1,948,955,981
F,55,1456,51.9,900,760,856
M,48,1680,75.2,963,891,980
M,26,1698,76.7,1010,885,975
M,22,1785,60.6,860,700,920
F,44,1584,71.7,984,825,991
F,34,1560,47.3,784,667,851
F,18,1534,49.2,791,685,889
M,17,1650,59.1,880,762,896
F,19,1594,49.3,836,680,863
F,46,1514,56.5,930,820,937
M,54,1633,78.7,1065,941,938
M,36,1655,68.1,955,819,920
F,49,1612,68.9,955,870,1015
M,61,1594,75.5,1011,965,969
F,20,1564,57.2,895,730,946
F,55,1546,56.0,867,780,894
F,25,1703,61.2,880,726,982
F,16,1598,49.2,855,690,873
M,38,1738,71.0,941,851,941
M,27,1805,104.0,1070,1031,1106
F,57,1522,57.8,885,800,970
F,16,1647,56.1,815,690,958
F,45,1593,56.7,880,765,960
F,53,1520,60.7,959,869,956
M,18,1695,66.5,825,752,965
M,16,1754,64.6,860,715,906
F,16,1554,53.4,835,705,935
M,33,1745,103.5,1160,1026,1105
F,23,1571,50.4,815,624,895
F,60,1536,61.3,975,885,958
F,17,1634,55.8,815,725,936
M,26,1759,89.2,1035,961,1055
F,20,1624,54.9,847,765,921
F,19,1570,51.5,799,720,921
M,23,1755,92.0,1040,985,1070
F,23,1669,54.1,784,676,917
M,46,1722,62.9,897,820,890
M,36,1700,74.2,935,865,994
F,19,1544,51.4,808,725,914
M,26,1745,68.6,915,795,954
F,19,1608,59.3,861,757,984
M,60,1680,67.5,912,856,945
F,19,1581,60.9,956,762,950
F,46,1655,53.1,846,711,891
F,63,1442,49.9,880,811,862
F,18,1597,45.1,760,625,880
F,41,1495,50.1,885,780,882
M,23,1786,83.0,952,890,1015
F,26,1559,49.7,792,683,905
M,23,1738,68.7,950,746,935
F,16,1618,51.8,782,680,913
M,16,1706,47.7,770,625,807
M,20,1766,61.4,810,701,906
F,20,1653,57.7,883,684,955
F,27,1600,49.0,851,682,934
M,16,1710,56.0,784,678,885
F,32,1583,57.3,843,755,957
F,20,1633,62.6,876,810,935
F,19,1591,56.3,887,706,920
F,34,1635,61.1,888,730,981
M,16,1798,57.4,783,665,871
M,25,1794,84.1,1073,998,1020
F,16,1645,50.9,805,605,893
F,38,1567,57.5,925,805,930
F,19,1658,67.2,890,801,996
M,18,1750,74.7,899,786,969
F,56,1560,51.2,872,783,858
F,22,1596,61.1,950,724,972
F,16,1593,58.6,850,722,938
F,37,1615,51.6,822,695,920
F,61,1570,60.4,925,876,940
F,42,1536,58.7,989,799,925
M,36,1787,78.2,975,880,990
M,20,1591,74.3,998,940,1031
M,37,1642,61.1,875,709,930
F,55,1596,84.0,1155,1065,1105
F,19,1583,51.2,795,668,881
M,17,1720,63.1,843,746,935
M,17,1787,76.7,971,798,982
M,68,1678,69.8,961,846,948
M,25,1720,59.5,825,710,887
M,17,1720,57.5,827,673,868
M,56,1796,87.4,1040,928,1035
F,44,1460,49.9,885,799,872
F,26,1529,56.7,871,791,925
F,44,1492,56.9,895,786,942
F,41,1598,62.3,912,805,961
F,27,1630,57.4,876,746,921
M,36,1698,74.7,998,935,945
F,16,1650,54.7,863,698,884
M,25,1731,93.0,990,821,942
F,66,1528,61.9,1032,902,956
F,35,1570,53.2,835,715,915
F,25,1708,64.3,891,760,994
F,16,1574,52.2,775,615,915
M,30,1815,79.0,960,826,982
F,48,1569,54.1,840,772,906
M,67,1701,70.3,885,850,966
M,36,1647,74.8,950,902,955
F,27,1560,46.9,740,670,921
M,31,1778,72.1,949,814,952
M,62,1586,69.7,963,925,907
M,17,1668,57.3,800,682,895
F,46,1538,64.2,970,936,975
F,20,1580,49.7,788,620,882
M,19,1740,67.9,866,802,957
F,21,1571,52.6,791,700,955
F,41,1565,54.2,890,782,900
F,41,1647,51.4,802,680,867
M,22,1605,62.9,910,795,923
M,19,1730,79.4,950,845,1045
M,16,1658,57.0,840,707,885
M,18,1761,89.5,985,969,1084
M,16,1770,61.0,830,725,910
M,16,1700,62.6,885,765,898
F,52,1470,40.3,754,661,812
F,20,1582,52.5,820,683,905
F,32,1550,47.8,806,642,899
F,17,1597,50.5,815,640,883
F,46,1573,53.9,840,741,970
F,17,1600,67.9,944,814,996
M,31,1725,67.9,924,792,934
F,60,1495,51.6,930,836,850
F,53,1575,47.1,822,664,864
F,68,1575,54.4,892,814,889
F,19,1564,60.5,912,781,972
F,23,1580,48.9,803,673,880
F,27,1615,53.7,838,745,925
M,19,1739,53.1,796,710,850
F,45,1482,55.4,902,802,930
M,23,1690,83.0,1036,910,1060
F,28,1632,48.8,793,666,885
M,21,1778,84.9,985,880,1045
M,68,1533,49.8,894,805,815
M,34,1860,86.8,998,875,1035
M,19,1703,69.1,855,775,960
M,19,1783,74.1,960,774,945
F,18,1550,48.1,766,641,887
F,28,1560,53.5,771,680,965
M,61,1701,82.4,1007,994,976
M,30,1706,72.3,958,840,935
M,20,1711,80.8,955,880,1016
M,23,1714,78.6,935,892,997
M,24,1689,68.8,934,745,941
M,26,1694,69.1,930,820,920
F,15,1581,47.9,893,633,859
F,62,1535,47.7,816,702,850
F,19,1618,57.8,862,710,938
M,26,1748,67.9,914,816,943
M,19,1645,64.5,848,752,921
M,27,1693,67.4,905,765,955
M,24,1647,53.7,802,651,828
M,19,1687,73.7,993,835,950
F,19,1531,49.7,790,654,900
M,19,1757,74.1,905,814,1001
F,66,1543,61.4,936,880,950
F,44,1562,66.1,965,932,1006
M,22,1717,75.1,975,843,940
F,61,1494,58.5,947,861,972
F,27,1580,61.0,862,802,1014
F,26,1650,54.8,820,666,930
M,23,1765,62.6,850,725,905
M,63,1586,62.8,891,891,924
F,31,1645,66.6,910,810,981
M,16,1685,52.0,803,630,862
M,37,1694,77.0,945,876,1025
M,50,1686,66.2,887,825,916
F,25,1559,42.7,773,612,880
F,31,1580,49.0,820,740,873
M,22,1716,73.9,978,863,995
M,32,1840,90.2,1005,950,1069
M,32,1710,63.5,878,809,895
M,47,1737,101.0,1036,985,1076
F,18,1515,80.2,1049,942,1075
F,37,1625,59.8,878,733,975
M,31,1733,65.5,878,790,936
M,39,1706,76.2,932,842,979
M,29,1760,70.4,865,803,973
M,39,1687,61.3,881,781,885
M,30,1750,70.4,876,804,953
F,36,1612,68.7,933,852,1020
F,20,1518,67.3,1005,874,1020
M,16,1645,70.1,930,815,957
F,47,1531,56.2,921,751,915
F,16,1650,58.4,831,670,926
